
---  09-30-18 14:04:38 ---
  8.6007,  3.55044,   36.096, 0.0094, 0.0103,  33.6430, 30 Sep 2018 14:14:36
  8.5901,  3.54986,   36.459, 0.0100, 0.0101,  33.6467, 30 Sep 2018 14:14:38
  8.5583,  3.54812,   36.905, 0.0095, 0.0103,  33.6585, 30 Sep 2018 14:14:40
  8.5409,  3.54747,   37.413, 0.0099, 0.0105,  33.6681, 30 Sep 2018 14:14:43
  8.5404,  3.54725,   37.879, 0.0097, 0.0106,  33.6659, 30 Sep 2018 14:14:45
  8.5428,  3.54728,   38.294, 0.0107, 0.0104,  33.6638, 30 Sep 2018 14:14:47
  8.5415,  3.54707,   38.681, 0.0094, 0.0103,  33.6627, 30 Sep 2018 14:14:50
  8.5334,  3.54653,   39.075, 0.0096, 0.0104,  33.6645, 30 Sep 2018 14:14:52
  8.5352,  3.54671,   39.489, 0.0097, 0.0110,  33.6645, 30 Sep 2018 14:14:55
  8.5316,  3.54638,   39.918, 0.0097, 0.0097,  33.6642, 30 Sep 2018 14:14:57
  8.5271,  3.54602,   40.351, 0.0099, 0.0103,  33.6646, 30 Sep 2018 14:14:59
  8.5260,  3.54584,   40.792, 0.0107, 0.0099,  33.6635, 30 Sep 2018 14:15:02
  8.5103,  3.54518,   41.244, 0.0100, 0.0111,  33.6713, 30 Sep 2018 14:15:04
  8.4852,  3.54379,   41.687, 0.0098, 0.0102,  33.6805, 30 Sep 2018 14:15:06
  8.4753,  3.54342,   42.120, 0.0102, 0.0104,  33.6857, 30 Sep 2018 14:15:09
  8.4696,  3.54292,   42.537, 0.0101, 0.0097,  33.6857, 30 Sep 2018 14:15:11
  8.4712,  3.54295,   42.949, 0.0098, 0.0109,  33.6842, 30 Sep 2018 14:15:13
  8.4434,  3.54140,   43.379, 0.0097, 0.0100,  33.6942, 30 Sep 2018 14:15:16
  8.4371,  3.54108,   43.830, 0.0097, 0.0106,  33.6967, 30 Sep 2018 14:15:18
  8.4351,  3.54089,   44.244, 0.0102, 0.0104,  33.6964, 30 Sep 2018 14:15:20
  8.4361,  3.54108,   44.285, 0.0106, 0.0104,  33.6974, 30 Sep 2018 14:15:23
  8.4520,  3.54193,   44.291, 0.0100, 0.0106,  33.6912, 30 Sep 2018 14:15:25
  8.4565,  3.54216,   44.311, 0.0100, 0.0105,  33.6894, 30 Sep 2018 14:15:28
