  10.7965,    1.150, 26 Apr 2018, 09:46:25
  10.7874,    1.193, 26 Apr 2018, 09:46:26
  10.7917,    1.269, 26 Apr 2018, 09:46:26
  10.7964,    1.209, 26 Apr 2018, 09:46:27
  10.8023,    1.153, 26 Apr 2018, 09:46:28
  10.8086,    1.242, 26 Apr 2018, 09:46:29
  10.8112,    1.335, 26 Apr 2018, 09:46:30
  10.8190,    1.243, 26 Apr 2018, 09:46:31
  10.8228,    1.318, 26 Apr 2018, 09:46:32
  10.8289,    1.408, 26 Apr 2018, 09:46:33
  10.8359,    1.234, 26 Apr 2018, 09:46:34
  10.8394,    1.057, 26 Apr 2018, 09:46:35
  10.8403,    1.182, 26 Apr 2018, 09:46:36
  10.8382,    1.172, 26 Apr 2018, 09:46:37
  10.8413,    1.225, 26 Apr 2018, 09:46:38
  10.8419,    1.276, 26 Apr 2018, 09:46:39
  10.8419,    1.178, 26 Apr 2018, 09:46:40
  10.8429,    1.266, 26 Apr 2018, 09:46:41
  10.8425,    1.334, 26 Apr 2018, 09:46:42
  10.8423,    1.182, 26 Apr 2018, 09:46:43
  10.8423,    1.138, 26 Apr 2018, 09:46:43
  10.8415,    1.221, 26 Apr 2018, 09:46:44
  10.8412,    1.181, 26 Apr 2018, 09:46:45
  10.8419,    1.201, 26 Apr 2018, 09:46:46
  10.8411,    1.169, 26 Apr 2018, 09:46:47
  10.8416,    1.171, 26 Apr 2018, 09:46:48
  10.8420,    1.224, 26 Apr 2018, 09:46:49
  10.8425,    1.197, 26 Apr 2018, 09:46:50
  10.8428,    1.229, 26 Apr 2018, 09:46:51
  10.8422,    1.208, 26 Apr 2018, 09:46:52
  10.8421,    1.185, 26 Apr 2018, 09:46:53
  10.8420,    1.169, 26 Apr 2018, 09:46:54
  10.8428,    1.229, 26 Apr 2018, 09:46:55
  10.8430,    1.157, 26 Apr 2018, 09:46:56
  10.8434,    1.124, 26 Apr 2018, 09:46:57
  10.8429,    1.206, 26 Apr 2018, 09:46:58
  10.8434,    1.165, 26 Apr 2018, 09:46:58
  10.8436,    1.190, 26 Apr 2018, 09:46:59
  10.8424,    1.206, 26 Apr 2018, 09:47:00
  10.8417,    1.181, 26 Apr 2018, 09:47:01
  10.8418,    1.146, 26 Apr 2018, 09:47:02
  10.8421,    1.168, 26 Apr 2018, 09:47:03
  10.8421,    1.173, 26 Apr 2018, 09:47:04
  10.8406,    1.133, 26 Apr 2018, 09:47:05
  10.8400,    1.134, 26 Apr 2018, 09:47:05
  10.8394,    1.141, 26 Apr 2018, 09:47:06
  10.8375,    1.107, 26 Apr 2018, 09:47:07
  10.8372,    1.229, 26 Apr 2018, 09:47:08
  10.8371,    1.214, 26 Apr 2018, 09:47:09
  10.8376,    1.066, 26 Apr 2018, 09:47:10
  10.8374,    1.191, 26 Apr 2018, 09:47:11
  10.8397,    1.140, 26 Apr 2018, 09:47:11
  10.8400,    1.107, 26 Apr 2018, 09:47:12
  10.8413,    1.205, 26 Apr 2018, 09:47:13
  10.8426,    1.090, 26 Apr 2018, 09:47:14
  10.8427,    1.198, 26 Apr 2018, 09:47:15
  10.8429,    1.296, 26 Apr 2018, 09:47:16
  10.8442,    1.029, 26 Apr 2018, 09:47:17
  10.8457,    1.060, 26 Apr 2018, 09:47:18
  10.8437,    1.180, 26 Apr 2018, 09:47:19
  10.8457,    1.090, 26 Apr 2018, 09:47:20
  10.8453,    1.201, 26 Apr 2018, 09:47:21
  10.8455,    1.183, 26 Apr 2018, 09:47:22
  10.8471,    1.049, 26 Apr 2018, 09:47:23
  10.8477,    1.193, 26 Apr 2018, 09:47:24
  10.8487,    1.176, 26 Apr 2018, 09:47:25
  10.8491,    1.041, 26 Apr 2018, 09:47:26
  10.8490,    1.082, 26 Apr 2018, 09:47:27
  10.8490,    1.149, 26 Apr 2018, 09:47:28
  10.8504,    1.107, 26 Apr 2018, 09:47:28
  10.8503,    1.202, 26 Apr 2018, 09:47:29
  10.8501,    1.295, 26 Apr 2018, 09:47:30
  10.8499,    1.017, 26 Apr 2018, 09:47:31
  10.8494,    1.048, 26 Apr 2018, 09:47:32
  10.8490,    1.157, 26 Apr 2018, 09:47:33
  10.8480,    1.046, 26 Apr 2018, 09:47:34
  10.8474,    1.069, 26 Apr 2018, 09:47:35
  10.8471,    1.181, 26 Apr 2018, 09:47:36
  10.8494,    1.054, 26 Apr 2018, 09:47:37
  10.8498,    1.095, 26 Apr 2018, 09:47:38
  10.8499,    1.133, 26 Apr 2018, 09:47:39
  10.8491,    1.054, 26 Apr 2018, 09:47:40
  10.8480,    1.224, 26 Apr 2018, 09:47:41
  10.8474,    1.170, 26 Apr 2018, 09:47:42
  10.8466,    1.054, 26 Apr 2018, 09:47:43
  10.8472,    1.140, 26 Apr 2018, 09:47:43
  10.8474,    1.120, 26 Apr 2018, 09:47:44
  10.8470,    1.025, 26 Apr 2018, 09:47:45
  10.8464,    1.112, 26 Apr 2018, 09:47:46
  10.8468,    1.131, 26 Apr 2018, 09:47:47
  10.8467,    1.028, 26 Apr 2018, 09:47:48
  10.8471,    1.089, 26 Apr 2018, 09:47:49
  10.8470,    1.125, 26 Apr 2018, 09:47:50
  10.8466,    1.077, 26 Apr 2018, 09:47:51
  10.8476,    1.137, 26 Apr 2018, 09:47:52
  10.8485,    1.069, 26 Apr 2018, 09:47:53
  10.8486,    1.081, 26 Apr 2018, 09:47:54
  10.8491,    1.118, 26 Apr 2018, 09:47:55
  10.8506,    1.107, 26 Apr 2018, 09:47:56
  10.8512,    1.043, 26 Apr 2018, 09:47:57
  10.8517,    1.034, 26 Apr 2018, 09:47:58
  10.8522,    1.077, 26 Apr 2018, 09:47:58
  10.8524,    1.092, 26 Apr 2018, 09:47:59
  10.8525,    1.038, 26 Apr 2018, 09:48:00
  10.8526,    1.071, 26 Apr 2018, 09:48:01
  10.8525,    1.079, 26 Apr 2018, 09:48:02
  10.8525,    0.999, 26 Apr 2018, 09:48:03
  10.8526,    1.065, 26 Apr 2018, 09:48:04
  10.8516,    1.137, 26 Apr 2018, 09:48:05
  10.8503,    1.023, 26 Apr 2018, 09:48:05
